MONOMER3O-702	YMR298W	Q03579	ceramide synthase LIP1 component	
YMR323W-MONOMER	YMR323W	P42222	phophopyruvate hydratase	
G3O-33123-MONOMER	G3O-33123	P53932	Unknown	
G3O-29888-MONOMER	G3O-29888	Q06683	Increased Recombination Centers	
G3O-29064-MONOMER	G3O-29064	P38261	EXOcyst	
G3O-33519-MONOMER	G3O-33519	Q99383	Heterogenous nuclear RibonucleoProtein	
G3O-31444-MONOMER	G3O-31444	P40577	Meiotic Nuclear Divisions	
G3O-33922-MONOMER	G3O-33922	Q12059	Ubiquitin-Like protein Activation	
G3O-30312-MONOMER	G3O-30312	Q01477	UBiquitin-specific Protease	
G3O-29477-MONOMER	G3O-29477	P41058	Ribosomal Protein of the Small subunit	
G3O-30729-MONOMER	G3O-30729	P0CE93	seriPAUperin	
G3O-31869-MONOMER	G3O-31869	P36016	Lumenal Hsp Seventy	
G3O-34293-MONOMER	G3O-34293	Q06211	Methyl MethaneSulfonate sensitivity	
G3O-32261-MONOMER	G3O-32261	Q12186	Mud Synthetic-Lethal	
YER014W-MONOMER	YER014W	P40012	protoporphyrinogen oxidase	
G3O-31154-MONOMER	G3O-31154	P38716	Unknown	
G3O-28910-MONOMER	G3O-28910	P35194	U Three Protein	
G3O-32697-MONOMER	G3O-32697	P13090	AminoTriazole Resistance	
YMR217W-MONOMER	YMR217W	P38625	GMP synthase monomer	
G3O-33107-MONOMER	G3O-33107	P53939	Neck protein Interacting with Septins	
G3O-29872-MONOMER	G3O-29872	Q06651	PhosphatidylInositol(3)-phosphate Binding	
G3O-29048-MONOMER	G3O-29048	P18759	SECretory	
G3O-33503-MONOMER	G3O-33503	Q12215	cell Wall integrity and Stress response Component	
G3O-31428-MONOMER	G3O-31428	P40566	ergosteryl-&beta;-glucosidase	steryl-&beta;-glucosidase
G3O-33903-MONOMER	G3O-33903	Q3E805	Unknown	
G3O-30295-MONOMER	G3O-30295	P32634	Paralog of MDS3	
G3O-29461-MONOMER	G3O-29461	Q12140	Bypass of Stop Codon	
G3O-30713-MONOMER	G3O-30713	P53067	KAryoPherin	
G3O-31853-MONOMER	G3O-31853	P35734	Associated with Spindles and Kinetochores	
G3O-34277-MONOMER	G3O-34277	Q06511	Ribosomal RNA Processing	
G3O-32245-MONOMER	G3O-32245	Q12072	Iswi One Complex	
YDR519W-MONOMER	YDR519W	P32472	peptidyl-prolyl cis-trans isomerase (PPIase)	
G3O-31138-MONOMER	G3O-31138	P38714	Mitochondrial tRNA Synthetase aRginine	
G3O-28888-MONOMER	G3O-28888	P39564	Unknown	
G3O-32681-MONOMER	G3O-32681	Q04489	Unknown	
YMR020W-MONOMER	YMR020W	P50264	polyamine oxidase subunit	
G3O-33091-MONOMER	G3O-33091	P40991	25S rRNA (cytosine<sup>2870</sup>-<i>C</i><sup>5</sup>)-methyltransferase	NucleOlar Protein
G3O-29856-MONOMER	G3O-29856	P24276	Suppressor of SIT4 Deletion	
G3O-29031-MONOMER	G3O-29031	P32833	Origin Recognition Complex	
G3O-33487-MONOMER	G3O-33487	Q12252	PHosphate Metabolism	
G3O-31406-MONOMER	G3O-31406	P40451	Altered Inheritance rate of Mitochondria	
G3O-33879-MONOMER	G3O-33879	O14467	Multiprotein Bridging Factor	
G3O-30279-MONOMER	G3O-30279	Q01684	SPorulation Regulated	
G3O-29445-MONOMER	G3O-39	Q99190	very-long-chain enoyl-CoA reductase	Temperature-sensitive Suppressors of Csg2 mutants
G3O-30697-MONOMER	G3O-30697	P53079	Conserved Oligomeric Golgi complex	
G3O-31837-MONOMER	G3O-31837	P36096	Transmembrane Ubiquitin Ligase	
G3O-34261-MONOMER	G3O-34261	P40851	AXiaL budding	
G3O-32229-MONOMER	G3O-32229	P25385	Bet One Suppressor	
YDR315C-MONOMER	YDR315C	Q06667	inositol (1,3,4,5,6)-pentakisphosphate 2-kinase	
G3O-31122-MONOMER	G3O-31122	P38713	OxySterol binding protein Homolog	
G3O-28868-MONOMER	G3O-28868	P39706	Set1c, WD40 repeat protein	
G3O-32665-MONOMER	G3O-32665	Q04632	Conserved Oligomeric Golgi complex	
YML056C-MONOMER	YML056C	P50094	IMP dehydrogenase	
G3O-33075-MONOMER	G3O-33075	P46678	B Double Prime	
G3O-29840-MONOMER	G3O-29840	Q05610	DONut	
G3O-29015-MONOMER	G3O-29015	P38226	Chromosome STability	
G3O-33471-MONOMER	G3O-33471	Q08226	Constitutive RNR Transcription regulators	
G3O-33839-MONOMER	G3O-33839	Q08886	GPB1	
G3O-30263-MONOMER	G3O-30263	P39000	Sporulation-specific Homolog of CSD4	
G3O-29429-MONOMER	G3O-29429	Q8J0M4	Unknown	
G3O-30681-MONOMER	G3O-30681	P53091	MiniChromosome Maintenance	
G3O-31821-MONOMER	G3O-31821	P33203	Pre-mRNA Processing	
G3O-34245-MONOMER	G3O-34245	Q06096	Conserved Oligomeric Golgi complex	
G3O-32213-MONOMER	G3O-32213	P54964	Rna EXonuclease	
YDR165W-MONOMER	YDR165W	Q03774	Transfer RNA methyltransferase	
G3O-31106-MONOMER	G3O-31106	P38779	Core Interacting Component	
G3O-28852-MONOMER	G3O-163	P39726	GlyCine cleaVage	GcvH, H-protein, Gcv, glycine cleavage system H protein
G3O-32649-MONOMER	G3O-32649	P54003	SUR7	
YLR355C-MONOMER	YLR355C	P06168	acetohydroxyacid reductoisomerase	
G3O-33059-MONOMER	G3O-33059	P53973	Histone DeAcetylase	
G3O-29824-MONOMER	G3O-29824	P40314	BTf Three	
G3O-28999-MONOMER	G3O-28999	P38068	GlutaRedoXin	
G3O-33454-MONOMER	G3O-33454	Q01855	Ribosomal Protein of the Small subunit	
G3O-33823-MONOMER	G3O-33823	Q08816	TFB6	
G3O-30247-MONOMER	G3O-30247	P40049	Unknown	
G3O-29398-MONOMER	G3O-29398	P25611	Regulator of Drug Sensitivity	
G3O-30665-MONOMER	G3O-30665	P39016	Multicopy suppressor of Pop Two	
G3O-31804-MONOMER	G3O-31804	Q3E828	Unknown	
G3O-34229-MONOMER	G3O-34229	Q06822	AStra Associated protein	
YDR007W-MONOMER	YDR007W	P00912	N-(5'-phosphoribosyl)-anthranilate isomerase	
G3O-31090-MONOMER	G3O-31090	Q00772	Suppression at Low Temperature	
G3O-32199-MONOMER	G3O-32199	Q07990	Unknown	
G3O-28836-MONOMER	G3O-28836	P10962	MAintenance of Killer	
G3O-32630-MONOMER	G3O-32630	Q03714	U1-Snp1 Associating	
YLR258W-MONOMER	YLR258W	P27472	UDP-glucose-starch glucosyltransferase	
G3O-29808-MONOMER	G3O-29808	Q04934	Interacting with Vps33p and Ypt7p	
G3O-33046-MONOMER	G3O-33046	P38922	Hypothetical RNA-Binding protein	
G3O-33438-MONOMER	G3O-33438	P25040	Twenty S rRNA accumulation	
G3O-33807-MONOMER	G3O-33807	P15801	MItochondrial DNA Polymerase	
G3O-30231-MONOMER	G3O-30231	P40035	PI Carrier	
G3O-29382-MONOMER	G3O-29382	P15891	Actin Binding Protein	
G3O-30649-MONOMER	G3O-30649	P53109	Altered Inheritance rate of Mitochondria	
G3O-31758-MONOMER	G3O-31758	P32787	Mitochondrial Genome Maintenance	
G3O-34213-MONOMER	G3O-34213	P25042	Regulation by OXygen	
G3O-29770-MONOMER	G3O-29770	Q04003	Something About Silencing	
YDL112W-MONOMER	YDL112W	Q07527	tRna ribose methylase	
G3O-31074-MONOMER	G3O-31074	P38705	Digs Into Agar	
G3O-32183-MONOMER	G3O-32183	Q07953	SDO1	
G3O-28820-MONOMER	G3O-28820	P39704	Emp24p/Erv25p Related Protein	
G3O-32614-MONOMER	G3O-32614	P27692	SuPpressor of Ty's	
YLR158C-MONOMER	YLR158C	P0CX78	asparaginase II	
G3O-29792-MONOMER	G3O-29792	Q03482	YDR210W	
G3O-33025-MONOMER	G3O-33025	Q3E7A9	Cx9C Motif-Containing protein	
G3O-33422-MONOMER	G3O-33422	P38902	RNA Polymerase B	
G3O-30214-MONOMER	G3O-30214	P40021	Zinc Regulated Gene	
G3O-29366-MONOMER	G3O-29366	P25639	Unknown	
G3O-30633-MONOMER	G3O-30633	P53122	Unknown	
G3O-33794-MONOMER	G3O-33794	Q12382	diacylglycerol kinase	
G3O-31742-MONOMER	G3O-31742	P00830	ATP synthase	
G3O-34197-MONOMER	G3O-34197	P38431	Translation Initiation Factor	
G3O-29753-MONOMER	G3O-29753	Q03772	Complexed With Cef1p	
YCR069W-MONOMER	YCR069W	P25334	cyclophilin	
G3O-31058-MONOMER	G3O-31058	P38731	AFT1 ReguloN	
G3O-32166-MONOMER	G3O-32166	Q04673	Suppressor of Stem-Loop mutation	
G3O-32583-MONOMER	G3O-32583	Q3E742	Unknown	
YLR028C-MONOMER	YLR028C	P54113	ADE16 monomer	
G3O-29776-MONOMER	G3O-29776	P39079	Chaperonin Containing TCP-1	
G3O-32976-MONOMER	G3O-32976	Q04868	ELongator Protein	
G3O-33397-MONOMER	G3O-33397	Q6Q546	Homologous to UBiquitin	
G3O-30198-MONOMER	G3O-30198	P10863	TIp1-Related	
G3O-29350-MONOMER	G3O-29350	P25300	BUD site selection	
G3O-30617-MONOMER	G3O-30617	P53131	Pre-mRNA Processing	
G3O-33778-MONOMER	G3O-33778	Q08745	Ribosomal Protein of the Small subunit	
G3O-31725-MONOMER	G3O-31725	P47138	diphthamide biosynthesis protein 4	J protein type 3
G3O-34181-MONOMER	G3O-34181	Q12482	Aspartate-Glutamate Carrier	
G3O-29737-MONOMER	G3O-29737	Q03920	Methyltransferase	
G3O-31042-MONOMER	G3O-31042	P23179	SPOrulation	
G3O-32150-MONOMER	G3O-32150	Q12473	Ferric REductase	
YCL040W-MONOMER	YCL040W	P17709		GLK
G3O-32519-MONOMER	G3O-32519	P57743	Like SM	
YKL184W-MONOMER	YKL184W	P08432	ornithine decarboxylase	
G3O-32960-MONOMER	G3O-32960	Q03532	Helicase Associated with Set1	
G3O-33366-MONOMER	G3O-33366	P53748	Unknown	
G3O-30182-MONOMER	G3O-30182	P39978	Unknown	
G3O-29334-MONOMER	G3O-29334	P23060	MAintenance of Killer	
G3O-30601-MONOMER	G3O-30601	P53144	Unknown	
G3O-33762-MONOMER	G3O-33762	Q12024	YTM1	
G3O-31709-MONOMER	G3O-31709	P47127	Altered Inheritance rate of Mitochondria	
G3O-34165-MONOMER	G3O-34165	P53394	YPR003C	
G3O-29720-MONOMER	G3O-29720	P15565	tRNA (guanine<small><sup>26</sup></small>-<em>N</em><small><sup>2</sup></small>)-dimethyltransferase	
G3O-31026-MONOMER	G3O-31026	P38753	Has Symptoms of class E mutants; resembles Hbp, Stam and East	
G3O-32134-MONOMER	G3O-32134	Q07830	GlycosylPhosphatidylInositol anchor biosynthesis	
YBR218C-MONOMER	YBR218C	P32327	pyruvate carboxylase	
G3O-32503-MONOMER	G3O-32503	P05739	Ribosomal Protein of the Large subunit	
YKL085W-MONOMER	YKL085W	P17505	mitochondrial malate dehydrogenase subunit	
G3O-32943-MONOMER	G3O-32943	P53437	Regulation of RNA polymerase I	
G3O-33350-MONOMER	G3O-33350	P53736	Unknown	
G3O-30166-MONOMER	G3O-30166	P32613	TRAPP Complex Associated protein	
G3O-29316-MONOMER	G3O-29316	P25594	Vacuolar Basic Amino acid transporter	
G3O-33746-MONOMER	G3O-33746	Q08692	Outer Spore Wall	
G3O-31693-MONOMER	G3O-31693	P17106	Centromere Binding Factor	
G3O-34147-MONOMER	G3O-34147	Q08980	Unknown	
G3O-30588-MONOMER	G3O-30588	P53152	Methyl MethaneSulfonate sensitivity	
G3O-29704-MONOMER	G3O-29704	Q03862	Associated with Ribosomal eXport complex	
G3O-31009-MONOMER	G3O-31009	Q3E772	Unknown	
G3O-32116-MONOMER	G3O-32116	P33750	Suppressor Of Fibrillarin	
YBR061C-MONOMER	YBR061C	P38238	tRNA (cytidine<sup>32</sup>/guanosine<sup>34</sup>-2'-<i>O</i>)-methyltransferase	
G3O-32487-MONOMER	G3O-32487	Q06436	Unknown	
YJR131W-MONOMER	YJR131W	P32906	mannosyl-oligosaccharide 1,2-&alpha;-mannosidase	MNS1, Man<sub>9</sub>-&alpha;-mannosidase
G3O-31399-MONOMER	G3O-31399	P32354	MiniChromosome Maintenance	
G3O-32927-MONOMER	G3O-32927	Q04806	Glutathione Transferase Omega-like	
G3O-33334-MONOMER	G3O-33334	P53722	ATP23	
G3O-30148-MONOMER	G3O-30148	P39991	Unknown	
G3O-29300-MONOMER	G3O-29300	P25573	Mitochondrial Genome Required	
G3O-33730-MONOMER	G3O-33730	P38523	Mitochondrial GrpE	
G3O-31677-MONOMER	G3O-31677	P46673	NUclear Pore	
G3O-34130-MONOMER	G3O-34130	Q12520	Homolog of UDP-galactose Transporter	
G3O-30572-MONOMER	G3O-30572	P53163	Mitochondrial-Nucleoid Protein	
G3O-29687-MONOMER	G3O-29687	P38960	Suppressor of cdc ThirteeN	
G3O-30939-MONOMER	G3O-30939	P46677	TATA binding protein-Associated Factor	
G3O-32097-MONOMER	G3O-32097	Q3E833	Polarized growth Chromatin-associated Controller	
YBL098W-MONOMER	YBL098W	P38169		
G3O-32470-MONOMER	G3O-32470	Q06071	BLoS1-homologue	
YJR016C-MONOMER	YJR016C	P39522	dihydroxy-acid dehydratase	
G3O-31383-MONOMER	G3O-31383	P40465	Chromosome Segregation in Meiosis	
G3O-32911-MONOMER	G3O-32911	P46784	Ribosomal Protein of the Small subunit	
G3O-33318-MONOMER	G3O-33318	P0CH64	DNA Damage Inducible	
G3O-30132-MONOMER	G3O-30132	P40005	Gene Involved in Microtubule biogenesis	
G3O-29282-MONOMER	G3O-29282	P25559	Defective in sister Chromatid Cohesion	
G3O-33714-MONOMER	G3O-33714	P18851	STErile	
G3O-31657-MONOMER	G3O-31657	P47087	Unknown	
G3O-34114-MONOMER	G3O-34114	Q08971	Unknown	
G3O-30555-MONOMER	G3O-30555	P25299	RNA synthesis	
G3O-29671-MONOMER	G3O-29671	P05756	Ribosomal Protein of the Small subunit	
G3O-30923-MONOMER	G3O-30923	P53316	YGR250C	
G3O-34111-MONOMER	G3O-34111	Q08968	Found in Mitochondrial Proteome	
G3O-30552-MONOMER	G3O-30552	P31755	initiation-specific 1,6-&alpha;-mannosyltransferase	Outer CHain elongation
G3O-29668-MONOMER	G3O-29668	Q12176	MAintenance of Killer	
G3O-30920-MONOMER	G3O-30920	P53313	Severe Depolymerization of Actin	
G3O-32058-MONOMER	G3O-32058	Q02455	Myosin-Like Protein	
YAL012W-MONOMER	YAL012W	P31373	Cys3	STR1
G3O-32451-MONOMER	G3O-32451	Q06707	SWr Complex	
YJL068C-MONOMER	YJL068C			
G3O-31364-MONOMER	G3O-31364	P40482	SECretory	
G3O-32892-MONOMER	G3O-32892	Q03648	YMR209C	
G3O-33297-MONOMER	G3O-33297	P42844	ZInc finger Motif protein of 17 kDa	
G3O-30109-MONOMER	G3O-30109	Q3E7C1	TFB5	
G3O-29260-MONOMER	G3O-29260	Q3E755	Unknown	
G3O-33695-MONOMER	G3O-33695	P32836	Genetic Suppressor of Prp20-1	
G3O-31638-MONOMER	G3O-31638	P32800	PEroXin	
G3O-34095-MONOMER	G3O-34095	P06245	Takashi's Protein Kinase	
G3O-30536-MONOMER	G3O-30536	P33199	Unknown	
G3O-29652-MONOMER	G3O-29652	Q12691	P-type Na<sup>+</sup> transporter ENA5	
G3O-30904-MONOMER	G3O-30904	P50079	Homologous with SVP1	
G3O-32042-MONOMER	G3O-32042	P36158	Unknown	
MONOMER3O-76	G3O-75	P47147	phosphatidylinositol-3-phosphatase	Yeast Myotubularin Related
G3O-32435-MONOMER	G3O-32435	Q05926	GlutaRedoXin	
YIR022W-MONOMER	YIR022W	P15367	signal peptidase subunit	
G3O-31348-MONOMER	G3O-31348	P40501	Amino acid Vacuolar Transport	
G3O-32876-MONOMER	G3O-32876	Q03246	Mitochondrial Ribosomal Protein, Small subunit	
G3O-33281-MONOMER	G3O-33281	P41821	Mating pheromone-Induced Death	
G3O-30045-MONOMER	G3O-30045	Q04433	Facilitator of Iron Transport	
G3O-29228-MONOMER	G3O-29228	P0CX82	Ribosomal Protein of the Large subunit	
G3O-33679-MONOMER	G3O-33679	Q12172	Yeast Reveromycin-A Resistant	
G3O-31622-MONOMER	G3O-31622	P0C0W1	Ribosomal Protein of the Small subunit	
G3O-34079-MONOMER	G3O-34079	Q08926	Ulp1 Interacting Protein	
G3O-30504-MONOMER	G3O-30504	P43603	Las Seventeen Binding protein	
G3O-29636-MONOMER	G3O-29636	Q12185	YDR018C	
G3O-30887-MONOMER	G3O-30887	P42937	Yeast Cdc25 Homologue	
G3O-32026-MONOMER	G3O-32026	P0C0V8	Ribosomal Protein of the Small subunit	
MONOMER3O-477	YDR513W		oxidized glutaredoxin 2	
G3O-32419-MONOMER	G3O-32419	Q06135	Glycophospholipid-Anchored Surface protein	
YIL074C-MONOMER	YIL074C	P40510	3-phosphoglycerate dehydrogenase	
G3O-31331-MONOMER	G3O-31331	P40517	Yeast Ran Binder	
G3O-32860-MONOMER	G3O-32860	Q03213	High-Osmolarity-induced Transcription	
G3O-33265-MONOMER	G3O-33265	P41832	Bud Neck Involved	
G3O-30029-MONOMER	G3O-30029	P48813	GlutamiNe Permease	
G3O-29206-MONOMER	G3O-29206	P38355	Unknown	
G3O-33662-MONOMER	G3O-33662	Q12386	Actin-Related Protein	
G3O-31606-MONOMER	G3O-31606	P46995	SET domain-containing	
G3O-34063-MONOMER	G3O-34063	P14284	REVersionless	
G3O-30486-MONOMER	G3O-30486	P43611	Unknown	
G3O-29620-MONOMER	G3O-29620	P54854	HeXose Transporter	
G3O-30871-MONOMER	G3O-30871	P53297	Pab1p-Binding Protein	
G3O-32010-MONOMER	G3O-32010	P36132	Kinase-Associated Endopeptidase	
MONOMER3O-398	YDR380W	Q06408	2-keto-3-methylvalerate decarboxylase subunit	
G3O-32403-MONOMER	G3O-32403	P41697	BUD site selection	
YHR179W-MONOMER	YHR179W	Q03558	NAPDH dehydrogenase	
G3O-31315-MONOMER	G3O-31315	P40529	Arf Gap with Effector function(s)	
G3O-32844-MONOMER	G3O-32844	Q03792	Regulator of IME2	
YPR060C-MONOMER	YPR060C	P32178	chorismate mutase	
G3O-33249-MONOMER	G3O-33249	P36528	Mitochondrial Ribosomal Protein, Large subunit	
G3O-30013-MONOMER	G3O-30013	Q03406	Synthetic Lethality with Dpb11-1	
G3O-29190-MONOMER	G3O-29190	P38345	Found in Mitochondrial Proteome	
G3O-33646-MONOMER	G3O-33646	P33297	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	
G3O-31590-MONOMER	G3O-31590	P46958	IME2-Dependent Signaling	
G3O-34047-MONOMER	G3O-34047	Q12152	Unknown	
G3O-30470-MONOMER	G3O-30470	P43599	Unknown	
G3O-29602-MONOMER	G3O-29602	Q07651	Found in Mitochondrial Proteome	
G3O-30855-MONOMER	G3O-30855	P48238	Unknown	
G3O-31994-MONOMER	G3O-31994	P36114	Unknown	
MONOMER3O-32366	YBR149W	P38115	D-arabinose dehydrogenase, heavy chain	
G3O-32386-MONOMER	G3O-32386	P32502	General Control Nonderepressible	
YHR046C-MONOMER	YHR046C	P38710	inositol monophosphatase	
G3O-31299-MONOMER	G3O-31299	P40543	Unknown	
G3O-32828-MONOMER	G3O-32828	P40208	Glucose Induced Degradation deficient	
YPL111W-MONOMER	YPL111W	P00812	arginase subunit	
G3O-33233-MONOMER	G3O-33233	P53858	Bud Neck Involved	
G3O-29997-MONOMER	G3O-29997	Q03327	UGO (Japanese for fusion)	
G3O-29174-MONOMER	G3O-29174	P38144	Imitation SWitch subfamily	
G3O-33630-MONOMER	G3O-33630	Q12274	Unknown	
G3O-31574-MONOMER	G3O-31574	P47018	Maintenance of Telomere Capping	
G3O-34031-MONOMER	G3O-34031	P19516	Cytochrome c OXidase	
G3O-30454-MONOMER	G3O-30454	P43586	LOCalization of ASH1 mRNA	
G3O-29586-MONOMER	G3O-29586	Q07622	Activator of C Kinase 1	
G3O-30838-MONOMER	G3O-30838	P40961	ProHiBitin	
G3O-31978-MONOMER	G3O-31978	P35994	seriPAUperin	
MONOMER3O-256	YNR030W	P53730	dolichyl-<em>P</em>-Man:Man<small><sub>7</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,6-mannosyltransferase	Dol-PP-GlcNAc2:Man7:Man transferase
G3O-32370-MONOMER	G3O-32370	Q06152	Unknown	
YGR282C-MONOMER	YGR282C	P15703	endo-beta-1,3-glucanase	
G3O-31283-MONOMER	G3O-31283	P22804	Blocked Early in Transport	
G3O-32812-MONOMER	G3O-32812	Q04477	Spindle Pole Component	
YOR323C-MONOMER	YOR323C	P54885	gamma-glutamyl phosphate reductase	
G3O-33217-MONOMER	G3O-33217	P53869	Unknown	
G3O-29981-MONOMER	G3O-29981	P0CX55	Ribosomal Protein of the Small subunit	
G3O-29158-MONOMER	G3O-29158	P38319	Tyrosyl-DNA Phosphodiesterase	
G3O-33614-MONOMER	G3O-33614	P40962	RTS2	
G3O-31556-MONOMER	G3O-31556	P39677	Mitochondrial Elongation Factor	
G3O-34015-MONOMER	G3O-34015	P32873	Bud EMergence	
G3O-30438-MONOMER	G3O-30438	P15625	phenylalanyl (F)-tRNA Synthetase	
G3O-29570-MONOMER	G3O-29570	P0CX86	Ribosomal Protein of the Large subunit	
G3O-30822-MONOMER	G3O-30822	P53267	Duo1 And Mps1 interacting	
G3O-31962-MONOMER	G3O-31962	P32600	Target Of Rapamycin	
MONOMER3O-1629	YJR104C	P00445	cytoplasmic superoxide dismutase	
G3O-32354-MONOMER	G3O-32354	P16521	Yeast Elongation Factor	
YGR192C-MONOMER	YGR192C	P00359	glyceraldehyde-3-phosphate dehydrogenase	
G3O-31264-MONOMER	G3O-31264	Q9P305	Initiation of G zerO	
G3O-32796-MONOMER	G3O-32796	Q03148	PLP synthase	
YOR196C-MONOMER	YOR196C	P32875	lipoyl synthase	
G3O-33201-MONOMER	G3O-33201	P53872	YNL190W	
G3O-29965-MONOMER	G3O-29965	Q02647	DYNein	
G3O-29142-MONOMER	G3O-29142	P38307	Degradation in the Endoplasmic Reticulum	
G3O-33597-MONOMER	G3O-33597	Q08446	Suppressor of G2 (Two) allele of skp1	
G3O-31538-MONOMER	G3O-31538	P80428	Actin-Related Protein	
G3O-33999-MONOMER	G3O-33999	Q02891	Ethyl Ester Biosynthesis	
G3O-30422-MONOMER	G3O-30422	P43562	YFL040W	
G3O-29554-MONOMER	G3O-29554	P39517	DEAD box Helicase Homolog	
G3O-30806-MONOMER	G3O-30806	P53257	Thiamine Pyrophosphate Carrier	
G3O-31946-MONOMER	G3O-31946	P05740	Ribosomal Protein of the Large subunit	
MONOMER-653	YNR043W	P32377	Erg19	
G3O-32338-MONOMER	G3O-32338	Q05947	YLR224W	
YGR036C-MONOMER	YGR036C	P53223	CAX4	
G3O-31231-MONOMER	G3O-31231	P11792	SCH9	
G3O-28988-MONOMER	G3O-28988	P38164	SEh1-Associated	
G3O-32780-MONOMER	G3O-32780	P49956	Chromosome Transmission Fidelity	
YOR095C-MONOMER	YOR095C	Q12189	ribose-5-phosphate ketol-isomerase	
G3O-33185-MONOMER	G3O-33185	P53886	Anaphase Promoting Complex subunit	
G3O-29949-MONOMER	G3O-29949	P32387	Mitochondrial Ribosomal Protein	
G3O-29126-MONOMER	G3O-29126	P38128	Second MEF2-like Protein 1	
G3O-33581-MONOMER	G3O-33581	P51534	Swi5p-dependent HO Expression	
G3O-31522-MONOMER	G3O-31522	P47040	Yeast Homolog of human Cln3	
G3O-33983-MONOMER	G3O-33983	P46961	GlycosylPhosphatidylInositol anchor biosynthesis	
G3O-30405-MONOMER	G3O-30405	P43542	COnserved Sequence	
G3O-29538-MONOMER	G3O-29538	Q12334	Suppressor of Chromosome Missegregation	
G3O-30790-MONOMER	G3O-30790	P48363	Protein required in the Absence of Cin8p	
G3O-31930-MONOMER	G3O-31930	P36052	Unknown	
G3O-42685-MONOMER	G3O-42685		Rdt1p	
G3O-32322-MONOMER	G3O-32322	P32335	Mitochondrial Splicing Suppressor	
YGL191W-MONOMER	YGL191W	P32799	cytochrome c oxidase subunit VIa	
G3O-31215-MONOMER	G3O-31215	P38872	Prospore Formation at Spindles	
G3O-28972-MONOMER	G3O-28972	P38180	Unknown	
G3O-32764-MONOMER	G3O-32764	P25298	mRNA 3'-end-processing protein RNA14	
YOL066C-MONOMER	YOL066C	Q12362	DRAP deaminase	
G3O-33169-MONOMER	G3O-33169	P53901	required for INgressioN	
G3O-29933-MONOMER	G3O-29933	P32324	Elongation Factor Two	
G3O-29110-MONOMER	G3O-29110	P00546	Cell Division Cycle	
G3O-33565-MONOMER	G3O-33565	P32606	PETite colonies	
G3O-31506-MONOMER	G3O-31506	P14907	NucleoSkeletal-like Protein	
G3O-33967-MONOMER	G3O-33967	Q02796	LarGE cells	
G3O-30385-MONOMER	G3O-30385	Q6Q560	Iron-Sulfur protein biogenesis, Desulfurase-interacting protein	
G3O-29522-MONOMER	G3O-29522	Q07549	Sensitivity to NA+	
G3O-30774-MONOMER	G3O-30774	P53237	Lethal with Sec Thirteen	
G3O-31914-MONOMER	G3O-31914	P36064	Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase	
G3O-34371-MONOMER	G3O-34371	A5Z2X5	Unknown	
G3O-32306-MONOMER	G3O-32306	P09959	SWItching deficient	
YGL027C-MONOMER	YGL027C	P53008	mannosyl-oligosaccharide 1,2-&alpha;-glucosidase	&alpha;-glucosidase I
G3O-31199-MONOMER	G3O-31199	P33334	Pre-mRNA Processing	
G3O-28956-MONOMER	G3O-28956	P34223	Suppressor of High-copy PP1	
G3O-32743-MONOMER	G3O-32743	P40202	Copper Chaperone for SOD1	
YNR008W-MONOMER	YNR008W	P40345	Lecithin cholesterol acyl transferase	
G3O-33153-MONOMER	G3O-33153	P53913	Function required for Yeast Viability	
G3O-29917-MONOMER	G3O-29917	Q06346	inositol phosphorylceramide synthase regulatory subunit	
G3O-29093-MONOMER	G3O-29093	P38109	carboxypeptidase C	
G3O-33549-MONOMER	G3O-33549	P0CF19	Unknown	
G3O-31490-MONOMER	G3O-31490	P47072	Twin PH domain protein number 3	
G3O-33951-MONOMER	G3O-33951	Q02642	Enhancer of Gal4 DNA binding	
G3O-30342-MONOMER	G3O-30342	P40101	Unknown	
G3O-29506-MONOMER	G3O-29506	P43124	Non-SMC Element	
G3O-30758-MONOMER	G3O-30758	P31787	Acyl-CoA-Binding	
G3O-31898-MONOMER	G3O-31898	P26793	RADiation sensitive	
G3O-34322-MONOMER	G3O-34322	Q08993	Unknown	
G3O-32290-MONOMER	G3O-32290	P0CE97	Unknown	
YFL045C-MONOMER	YFL045C	P07283	phosphomannomutase	
G3O-31183-MONOMER	G3O-31183	P32899	Interacting with Mpp10p	
G3O-28940-MONOMER	G3O-28940	P38064	Mitochondrial Ribosomal Protein, Large subunit	
G3O-32727-MONOMER	G3O-32727	Q02159	E2 ubiquitin-conjugating enzyme UBC7	
YNL169C-MONOMER	YNL169C	P39006	phosphatidylserine decarboxylase, mitochondria	
G3O-33136-MONOMER	G3O-33136	P24783	Dead Box Protein	
G3O-29901-MONOMER	G3O-29901	P10662	Mitochondrial Ribosomal Protein	
G3O-29077-MONOMER	G3O-29077	P07253	Cytochrome B Protein synthesis	
G3O-33532-MONOMER	G3O-33532	P07260	Cell Division Cycle	
G3O-31471-MONOMER	G3O-31471	Q45U18	Unknown	
G3O-33935-MONOMER	G3O-33935	P09547	SWItching deficient	
G3O-30326-MONOMER	G3O-30326	P04147	Poly(A) Binding protein	
G3O-29490-MONOMER	G3O-29490	P05318	Ribosomal Protein P1 Alpha	
G3O-30742-MONOMER	G3O-30742	P53208	Unknown	
